receipt_id,visit_id,paid_at,payment_method,customer_id,subtotal_yen,discount_total_yen,tax_rate_applied,tax_rate_hist_id,tax_yen,total_yen,applied_discount_ids,points_earned,points_used
R00011381,V00011381,2025-11-10T23:00:00+09:00,qr,,7820,491,0.08,TH00000003,586,7915,D001|D002,0,0
R00011382,V00011382,2025-11-10T10:17:45+09:00,cash,C00003350,4410,321,0.08,TH00000003,327,4416,D001|D002,0,0
R00011383,V00011383,2025-11-10T15:03:17+09:00,cash,,3410,271,0.08,TH00000003,251,3390,D001|D002,0,0
R00011384,V00011384,2025-11-10T09:51:56+09:00,cash,,8390,520,0.08,TH00000003,630,8500,D001|D002,0,0
R00011385,V00011385,2025-11-10T10:13:08+09:00,qr,,7940,497,0.08,TH00000003,595,8038,D001|D002,0,0
R00011386,V00011386,2025-11-10T08:35:40+09:00,qr,C00003351,4960,348,0.08,TH00000003,369,4981,D001|D002,0,0
R00011387,V00011387,2025-11-10T14:58:48+09:00,card,,5960,398,0.08,TH00000003,445,6007,D001|D002,0,0
R00011388,V00011388,2025-11-10T08:52:06+09:00,qr,C00003352,3800,290,0.08,TH00000003,281,3791,D001|D002,0,0
R00011389,V00011389,2025-11-10T17:03:36+09:00,cash,,8440,522,0.08,TH00000003,633,8551,D001|D002,0,0
R00011390,V00011390,2025-11-10T19:53:24+09:00,qr,C00003353,13430,772,0.08,TH00000003,1013,13671,D001|D002,0,0
R00011391,V00011391,2025-11-10T21:35:02+09:00,cash,,6080,404,0.08,TH00000003,454,6130,D001|D002,0,0
R00011392,V00011392,2025-11-10T20:59:51+09:00,card,,7770,489,0.08,TH00000003,582,7863,D001|D002,0,0
R00011393,V00011393,2025-11-10T21:16:57+09:00,qr,C00003354,4090,305,0.08,TH00000003,303,4088,D001|D002,0,0
R00011394,V00011394,2025-11-10T14:48:39+09:00,cash,C00003355,2120,206,0.08,TH00000003,153,2067,D001|D002,0,0
R00011395,V00011395,2025-11-10T09:26:29+09:00,card,C00003356,9980,599,0.08,TH00000003,750,10131,D001|D002,0,0
R00011396,V00011396,2025-11-10T12:19:51+09:00,cash,,450,123,0.08,TH00000003,26,353,D001|D002,0,0
R00011397,V00011397,2025-11-10T10:32:42+09:00,cash,,10400,620,0.08,TH00000003,782,10562,D001|D002,0,0
R00011398,V00011398,2025-11-10T19:37:41+09:00,card,,6740,437,0.08,TH00000003,504,6807,D001|D002,0,0
R00011399,V00011399,2025-11-10T16:44:43+09:00,cash,,9600,580,0.08,TH00000003,722,9742,D001|D002,0,0
R00011400,V00011400,2025-11-10T17:58:21+09:00,qr,,3120,256,0.08,TH00000003,229,3093,D001|D002,0,0
R00011401,V00011401,2025-11-10T11:16:18+09:00,cash,,5690,385,0.08,TH00000003,424,5729,D001|D002,0,0
R00011402,V00011402,2025-11-10T21:25:52+09:00,card,C00003357,2280,214,0.08,TH00000003,165,2231,D001|D002,0,0
R00011403,V00011403,2025-11-10T16:25:22+09:00,cash,C00003358,12800,740,0.08,TH00000003,965,13025,D001|D002,0,0
R00011404,V00011404,2025-11-10T16:20:10+09:00,cash,,12740,737,0.08,TH00000003,960,12963,D001|D002,0,0
R00011405,V00011405,2025-11-11T09:45:47+09:00,cash,,4680,334,0.08,TH00000003,348,4694,D001|D002,0,0
R00011406,V00011406,2025-11-11T10:42:11+09:00,card,,520,126,0.08,TH00000003,32,426,D001|D002,0,0
R00011407,V00011407,2025-11-11T17:23:07+09:00,qr,,9730,587,0.08,TH00000003,731,9874,D001|D002,0,0
R00011408,V00011408,2025-11-11T20:45:19+09:00,cash,,15410,871,0.08,TH00000003,1163,15702,D001|D002,0,0
R00011409,V00011409,2025-11-11T10:47:13+09:00,card,,2140,207,0.08,TH00000003,155,2088,D001|D002,0,0
R00011410,V00011410,2025-11-11T22:32:06+09:00,cash,C00003359,11330,667,0.08,TH00000003,853,11516,D001|D002,0,0
R00011411,V00011411,2025-11-11T09:31:06+09:00,card,,1520,176,0.08,TH00000003,108,1452,D001|D002,0,0
R00011412,V00011412,2025-11-11T11:49:48+09:00,cash,,6030,402,0.08,TH00000003,450,6078,D001|D002,0,0
R00011413,V00011413,2025-11-11T12:18:28+09:00,qr,C00003360,9560,578,0.08,TH00000003,719,9701,D001|D002,0,0
R00011414,V00011414,2025-11-11T13:55:44+09:00,qr,C00003361,9850,593,0.08,TH00000003,741,9998,D001|D002,0,0
R00011415,V00011415,2025-11-11T10:18:00+09:00,qr,,5290,365,0.08,TH00000003,394,5319,D001|D002,0,0
R00011416,V00011416,2025-11-11T12:44:12+09:00,qr,,10950,648,0.08,TH00000003,824,11126,D001|D002,0,0
R00011417,V00011417,2025-11-11T13:28:28+09:00,qr,,1520,176,0.08,TH00000003,108,1452,D001|D002,0,0
R00011418,V00011418,2025-11-11T10:38:08+09:00,cash,,6280,414,0.08,TH00000003,469,6335,D001|D002,0,0
R00011419,V00011419,2025-11-11T16:20:35+09:00,qr,,4440,322,0.08,TH00000003,329,4447,D001|D002,0,0
R00011420,V00011420,2025-11-11T08:10:00+09:00,card,,2740,237,0.08,TH00000003,200,2703,D001|D002,0,0
R00011421,V00011421,2025-11-11T15:06:09+09:00,card,C00003362,11000,650,0.08,TH00000003,828,11178,D001|D002,0,0
R00011422,V00011422,2025-11-11T19:34:44+09:00,card,C00003363,10850,643,0.08,TH00000003,817,11024,D001|D002,0,0
R00011423,V00011423,2025-11-11T12:42:38+09:00,card,,6120,406,0.08,TH00000003,457,6171,D001|D002,0,0
R00011424,V00011424,2025-11-11T17:55:27+09:00,card,C00003364,3380,269,0.08,TH00000003,249,3360,D001|D002,0,0
R00011425,V00011425,2025-11-11T10:12:55+09:00,cash,,12360,718,0.08,TH00000003,931,12573,D001|D002,0,0
R00011426,V00011426,2025-11-11T21:37:35+09:00,cash,,5840,392,0.08,TH00000003,436,5884,D001|D002,0,0
R00011427,V00011427,2025-11-11T14:45:17+09:00,card,,4920,346,0.08,TH00000003,366,4940,D001|D002,0,0
R00011428,V00011428,2025-11-11T11:17:53+09:00,qr,,8050,503,0.08,TH00000003,604,8151,D001|D002,0,0
R00011429,V00011429,2025-11-11T21:26:05+09:00,qr,C00003365,1430,172,0.08,TH00000003,101,1359,D001|D002,0,0
R00011430,V00011430,2025-11-11T15:03:04+09:00,qr,C00003366,3960,298,0.08,TH00000003,293,3955,D001|D002,0,0
R00011431,V00011431,2025-11-11T14:17:35+09:00,qr,,4440,322,0.08,TH00000003,329,4447,D001|D002,0,0
R00011432,V00011432,2025-11-11T13:50:25+09:00,qr,,3590,280,0.08,TH00000003,265,3575,D001|D002,0,0
R00011433,V00011433,2025-11-11T09:51:22+09:00,qr,,14530,827,0.08,TH00000003,1096,14799,D001|D002,0,0
R00011434,V00011434,2025-11-11T09:59:22+09:00,qr,,8730,537,0.08,TH00000003,655,8848,D001|D002,0,0
R00011435,V00011435,2025-11-11T16:52:14+09:00,cash,,8400,520,0.08,TH00000003,630,8510,D001|D002,0,0
R00011436,V00011436,2025-11-11T20:08:24+09:00,card,,8540,527,0.08,TH00000003,641,8654,D001|D002,0,0
R00011437,V00011437,2025-11-11T16:50:08+09:00,cash,,6340,417,0.08,TH00000003,474,6397,D001|D002,0,0
R00011438,V00011438,2025-11-11T17:44:34+09:00,cash,,11190,660,0.08,TH00000003,842,11372,D001|D002,0,0
R00011439,V00011439,2025-11-11T17:46:05+09:00,cash,,10820,641,0.08,TH00000003,814,10993,D001|D002,0,0
R00011440,V00011440,2025-11-11T11:12:38+09:00,cash,C00003367,6030,402,0.08,TH00000003,450,6078,D001|D002,0,0
R00011441,V00011441,2025-11-11T19:54:23+09:00,card,,14760,838,0.08,TH00000003,1114,15036,D001|D002,0,0
R00011442,V00011442,2025-11-12T17:22:29+09:00,cash,,10630,632,0.08,TH00000003,800,10798,D001|D002,0,0
R00011443,V00011443,2025-11-12T08:59:34+09:00,cash,C00003368,8830,542,0.08,TH00000003,663,8951,D001|D002,0,0
R00011444,V00011444,2025-11-12T17:50:51+09:00,cash,C00003369,2820,241,0.08,TH00000003,206,2785,D001|D002,0,0
R00011445,V00011445,2025-11-12T21:34:30+09:00,qr,,1170,159,0.08,TH00000003,81,1092,D001|D002,0,0
R00011446,V00011446,2025-11-12T14:12:57+09:00,card,,1950,198,0.08,TH00000003,140,1892,D001|D002,0,0
R00011447,V00011447,2025-11-12T13:28:07+09:00,card,C00003370,7210,461,0.08,TH00000003,540,7289,D001|D002,0,0
R00011448,V00011448,2025-11-12T12:13:01+09:00,qr,,6450,423,0.08,TH00000003,482,6509,D001|D002,0,0
R00011449,V00011449,2025-11-12T08:32:47+09:00,cash,C00003371,8270,514,0.08,TH00000003,620,8376,D001|D002,0,0
R00011450,V00011450,2025-11-12T15:21:44+09:00,card,,12200,710,0.08,TH00000003,919,12409,D001|D002,0,0
R00011451,V00011451,2025-11-12T20:56:46+09:00,qr,,1520,176,0.08,TH00000003,108,1452,D001|D002,0,0
R00011452,V00011452,2025-11-12T21:15:28+09:00,card,,1360,168,0.08,TH00000003,95,1287,D001|D002,0,0
R00011453,V00011453,2025-11-12T16:06:02+09:00,card,,2120,206,0.08,TH00000003,153,2067,D001|D002,0,0
R00011454,V00011454,2025-11-12T21:19:40+09:00,card,,7490,475,0.08,TH00000003,561,7576,D001|D002,0,0
R00011455,V00011455,2025-11-12T17:55:25+09:00,cash,,8620,531,0.08,TH00000003,647,8736,D001|D002,0,0
R00011456,V00011456,2025-11-12T22:14:34+09:00,cash,,11620,681,0.08,TH00000003,875,11814,D001|D002,0,0
R00011457,V00011457,2025-11-12T11:55:41+09:00,qr,,5430,372,0.08,TH00000003,405,5463,D001|D002,0,0
R00011458,V00011458,2025-11-12T17:25:14+09:00,card,C00003372,4210,311,0.08,TH00000003,312,4211,D001|D002,0,0
R00011459,V00011459,2025-11-12T10:53:40+09:00,qr,,6110,406,0.08,TH00000003,456,6160,D001|D002,0,0
R00011460,V00011460,2025-11-12T20:06:09+09:00,qr,,7410,471,0.08,TH00000003,555,7494,D001|D002,0,0
R00011461,V00011461,2025-11-12T08:58:24+09:00,cash,,9860,593,0.08,TH00000003,741,10008,D001|D002,0,0
R00011462,V00011462,2025-11-12T12:03:56+09:00,qr,,8690,535,0.08,TH00000003,652,8807,D001|D002,0,0
R00011463,V00011463,2025-11-12T14:11:57+09:00,cash,,3820,291,0.08,TH00000003,282,3811,D001|D002,0,0
R00011464,V00011464,2025-11-12T20:41:03+09:00,cash,,2280,214,0.08,TH00000003,165,2231,D001|D002,0,0
R00011465,V00011465,2025-11-12T21:12:20+09:00,card,,5680,384,0.08,TH00000003,424,5720,D001|D002,0,0
R00011466,V00011466,2025-11-12T10:26:43+09:00,qr,,4160,308,0.08,TH00000003,308,4160,D001|D002,0,0
R00011467,V00011467,2025-11-12T10:04:01+09:00,cash,,8340,517,0.08,TH00000003,626,8449,D001|D002,0,0
R00011468,V00011468,2025-11-12T10:34:15+09:00,card,,2630,232,0.08,TH00000003,192,2590,D001|D002,0,0
R00011469,V00011469,2025-11-12T17:40:10+09:00,qr,,10720,636,0.08,TH00000003,807,10891,D001|D002,0,0
R00011470,V00011470,2025-11-12T10:27:18+09:00,qr,,13340,767,0.08,TH00000003,1006,13579,D001|D002,0,0
R00011471,V00011471,2025-11-12T20:25:47+09:00,cash,C00003373,10010,601,0.08,TH00000003,753,10162,D001|D002,0,0
R00011472,V00011472,2025-11-12T15:16:34+09:00,qr,,8320,516,0.08,TH00000003,624,8428,D001|D002,0,0
R00011473,V00011473,2025-11-12T11:43:31+09:00,cash,C00003374,14430,822,0.08,TH00000003,1089,14697,D001|D002,0,0
R00011474,V00011474,2025-11-12T12:05:06+09:00,card,,3900,295,0.08,TH00000003,288,3893,D001|D002,0,0
R00011475,V00011475,2025-11-12T19:32:36+09:00,card,,2400,220,0.08,TH00000003,174,2354,D001|D002,0,0
R00011476,V00011476,2025-11-12T09:58:27+09:00,qr,,1040,152,0.08,TH00000003,71,959,D001|D002,0,0
R00011477,V00011477,2025-11-13T20:19:04+09:00,cash,,8400,520,0.08,TH00000003,630,8510,D001|D002,0,0
R00011478,V00011478,2025-11-13T10:47:13+09:00,cash,C00003375,12800,740,0.08,TH00000003,965,13025,D001|D002,0,0
R00011479,V00011479,2025-11-13T15:41:52+09:00,qr,,13170,759,0.08,TH00000003,993,13404,D001|D002,0,0
R00011480,V00011480,2025-11-13T13:35:02+09:00,qr,,4680,334,0.08,TH00000003,348,4694,D001|D002,0,0
R00011481,V00011481,2025-11-13T15:01:40+09:00,card,,5790,390,0.08,TH00000003,432,5832,D001|D002,0,0
R00011482,V00011482,2025-11-13T09:19:35+09:00,qr,,3750,288,0.08,TH00000003,277,3739,D001|D002,0,0
R00011483,V00011483,2025-11-13T16:22:52+09:00,card,,7240,462,0.08,TH00000003,542,7320,D001|D002,0,0
R00011484,V00011484,2025-11-13T17:04:28+09:00,qr,,4540,327,0.08,TH00000003,337,4550,D001|D002,0,0
R00011485,V00011485,2025-11-13T11:29:09+09:00,qr,,4870,344,0.08,TH00000003,362,4888,D001|D002,0,0
R00011486,V00011486,2025-11-13T16:00:45+09:00,cash,,8030,502,0.08,TH00000003,602,8130,D001|D002,0,0
R00011487,V00011487,2025-11-13T15:50:53+09:00,card,C00003376,8580,529,0.08,TH00000003,644,8695,D001|D002,0,0
R00011488,V00011488,2025-11-13T16:52:06+09:00,card,,1500,175,0.08,TH00000003,106,1431,D001|D002,0,0
R00011489,V00011489,2025-11-13T11:07:55+09:00,qr,,3690,285,0.08,TH00000003,272,3677,D001|D002,0,0
R00011490,V00011490,2025-11-13T09:23:50+09:00,qr,,9170,559,0.08,TH00000003,689,9300,D001|D002,0,0
R00011491,V00011491,2025-11-13T11:20:14+09:00,card,,5930,397,0.08,TH00000003,443,5976,D001|D002,0,0
R00011492,V00011492,2025-11-13T19:37:54+09:00,qr,,3560,278,0.08,TH00000003,263,3545,D001|D002,0,0
R00011493,V00011493,2025-11-13T09:51:27+09:00,card,C00003377,2240,212,0.08,TH00000003,162,2190,D001|D002,0,0
R00011494,V00011494,2025-11-13T13:12:24+09:00,card,,9570,579,0.08,TH00000003,719,9710,D001|D002,0,0
R00011495,V00011495,2025-11-13T19:16:12+09:00,card,C00003378,9810,591,0.08,TH00000003,738,9957,D001|D002,0,0
R00011496,V00011496,2025-11-13T17:33:08+09:00,qr,,8150,508,0.08,TH00000003,611,8253,D001|D002,0,0
R00011497,V00011497,2025-11-13T10:19:21+09:00,qr,,10810,641,0.08,TH00000003,814,10983,D001|D002,0,0
R00011498,V00011498,2025-11-13T17:35:04+09:00,qr,,2340,217,0.08,TH00000003,170,2293,D001|D002,0,0
R00011499,V00011499,2025-11-13T10:40:25+09:00,cash,C00003379,2040,202,0.08,TH00000003,147,1985,D001|D002,0,0
R00011500,V00011500,2025-11-13T22:27:41+09:00,card,,2280,214,0.08,TH00000003,165,2231,D001|D002,0,0
R00011501,V00011501,2025-11-13T18:52:48+09:00,card,C00003380,7910,496,0.08,TH00000003,593,8007,D001|D002,0,0
R00011502,V00011502,2025-11-13T09:53:58+09:00,card,C00003381,10120,606,0.08,TH00000003,761,10275,D001|D002,0,0
R00011503,V00011503,2025-11-13T10:51:21+09:00,card,,4500,325,0.08,TH00000003,334,4509,D001|D002,0,0
R00011504,V00011504,2025-11-13T09:34:12+09:00,card,C00003382,6330,417,0.08,TH00000003,473,6386,D001|D002,0,0
R00011505,V00011505,2025-11-13T13:26:17+09:00,card,,7980,499,0.08,TH00000003,598,8079,D001|D002,0,0
R00011506,V00011506,2025-11-13T10:55:42+09:00,card,,4780,339,0.08,TH00000003,355,4796,D001|D002,0,0
R00011507,V00011507,2025-11-13T11:05:13+09:00,qr,C00003383,10820,641,0.08,TH00000003,814,10993,D001|D002,0,0
R00011508,V00011508,2025-11-13T09:13:20+09:00,cash,C00003384,6340,417,0.08,TH00000003,474,6397,D001|D002,0,0
R00011509,V00011509,2025-11-13T11:32:48+09:00,qr,,12080,704,0.08,TH00000003,910,12286,D001|D002,0,0
R00011510,V00011510,2025-11-13T22:46:02+09:00,qr,,680,134,0.08,TH00000003,44,590,D001|D002,0,0
R00011511,V00011511,2025-11-13T20:42:21+09:00,card,,1540,177,0.08,TH00000003,109,1472,D001|D002,0,0
R00011512,V00011512,2025-11-14T20:07:34+09:00,qr,,1170,159,0.08,TH00000003,81,1092,D001|D002,0,0
R00011513,V00011513,2025-11-14T14:26:17+09:00,card,,4890,345,0.08,TH00000003,364,4909,D001|D002,0,0
R00011514,V00011514,2025-11-14T20:50:06+09:00,card,,390,120,0.08,TH00000003,22,292,D001|D002,0,0
R00011515,V00011515,2025-11-14T13:48:15+09:00,qr,C00003385,9490,575,0.08,TH00000003,713,9628,D001|D002,0,0
R00011516,V00011516,2025-11-14T14:25:09+09:00,cash,C00003386,4270,314,0.08,TH00000003,316,4272,D001|D002,0,0
R00011517,V00011517,2025-11-14T14:57:28+09:00,qr,,6670,434,0.08,TH00000003,499,6735,D001|D002,0,0
R00011518,V00011518,2025-11-14T16:10:26+09:00,cash,C00003387,450,123,0.08,TH00000003,26,353,D001|D002,0,0
R00011519,V00011519,2025-11-14T08:29:33+09:00,card,,7510,476,0.08,TH00000003,563,7597,D001|D002,0,0
R00011520,V00011520,2025-11-14T21:53:55+09:00,card,,10810,641,0.08,TH00000003,814,10983,D001|D002,0,0
R00011521,V00011521,2025-11-14T10:23:17+09:00,qr,C00003388,6900,445,0.08,TH00000003,516,6971,D001|D002,0,0
R00011522,V00011522,2025-11-14T21:36:18+09:00,card,,14460,823,0.08,TH00000003,1091,14728,D001|D002,0,0
R00011523,V00011523,2025-11-14T21:34:54+09:00,qr,,6800,440,0.08,TH00000003,509,6869,D001|D002,0,0
R00011524,V00011524,2025-11-14T16:31:01+09:00,cash,,6000,400,0.08,TH00000003,448,6048,D001|D002,0,0
R00011525,V00011525,2025-11-14T17:58:00+09:00,cash,,7210,461,0.08,TH00000003,540,7289,D001|D002,0,0
R00011526,V00011526,2025-11-14T13:29:45+09:00,cash,,3310,266,0.08,TH00000003,244,3288,D001|D002,0,0
R00011527,V00011527,2025-11-14T14:28:48+09:00,cash,,9540,577,0.08,TH00000003,717,9680,D001|D002,0,0
R00011528,V00011528,2025-11-14T22:23:31+09:00,qr,C00003389,5970,399,0.08,TH00000003,446,6017,D001|D002,0,0
R00011529,V00011529,2025-11-14T11:22:00+09:00,qr,C00003390,4290,315,0.08,TH00000003,318,4293,D001|D002,0,0
R00011530,V00011530,2025-11-14T13:04:14+09:00,qr,C00003391,6810,441,0.08,TH00000003,510,6879,D001|D002,0,0
R00011531,V00011531,2025-11-14T08:38:34+09:00,qr,,5340,367,0.08,TH00000003,398,5371,D001|D002,0,0
R00011532,V00011532,2025-11-14T21:38:38+09:00,cash,,1560,178,0.08,TH00000003,111,1493,D001|D002,0,0
R00011533,V00011533,2025-11-14T14:39:57+09:00,qr,C00003392,4880,344,0.08,TH00000003,363,4899,D001|D002,0,0
R00011534,V00011534,2025-11-14T20:27:49+09:00,card,,1990,200,0.08,TH00000003,143,1933,D001|D002,0,0
R00011535,V00011535,2025-11-14T11:25:16+09:00,card,,18560,1028,0.08,TH00000003,1403,18935,D001|D002,0,0
R00011536,V00011536,2025-11-14T20:55:12+09:00,card,,6370,419,0.08,TH00000003,476,6427,D001|D002,0,0
R00011537,V00011537,2025-11-14T22:01:33+09:00,card,,3030,252,0.08,TH00000003,222,3000,D001|D002,0,0
R00011538,V00011538,2025-11-14T20:47:57+09:00,qr,C00003393,11370,669,0.08,TH00000003,856,11557,D001|D002,0,0
R00011539,V00011539,2025-11-14T08:21:04+09:00,card,,11080,654,0.08,TH00000003,834,11260,D001|D002,0,0
R00011540,V00011540,2025-11-14T22:58:33+09:00,qr,C00003394,7590,480,0.08,TH00000003,569,7679,D001|D002,0,0
R00011541,V00011541,2025-11-14T19:08:07+09:00,qr,,5360,368,0.08,TH00000003,399,5391,D001|D002,0,0
R00011542,V00011542,2025-11-14T20:28:40+09:00,cash,,12780,739,0.08,TH00000003,963,13004,D001|D002,0,0
R00011543,V00011543,2025-11-14T18:00:56+09:00,card,C00003395,5720,386,0.08,TH00000003,427,5761,D001|D002,0,0
R00011544,V00011544,2025-11-14T16:40:04+09:00,cash,,1360,168,0.08,TH00000003,95,1287,D001|D002,0,0
R00011545,V00011545,2025-11-15T17:54:40+09:00,qr,,3700,285,0.08,TH00000003,273,3688,D001|D002,0,0
R00011546,V00011546,2025-11-15T18:46:56+09:00,qr,,6940,447,0.08,TH00000003,519,7012,D001|D002,0,0
R00011547,V00011547,2025-11-15T15:00:13+09:00,card,C00003396,11080,654,0.08,TH00000003,834,11260,D001|D002,0,0
R00011548,V00011548,2025-11-15T17:35:06+09:00,cash,,780,139,0.08,TH00000003,51,692,D001|D002,0,0
R00011549,V00011549,2025-11-15T11:47:33+09:00,card,,4750,338,0.08,TH00000003,353,4765,D001|D002,0,0
R00011550,V00011550,2025-11-15T17:54:46+09:00,cash,C00003397,2240,212,0.08,TH00000003,162,2190,D001|D002,0,0
R00011551,V00011551,2025-11-15T11:44:04+09:00,card,C00003398,8090,505,0.08,TH00000003,607,8192,D001|D002,0,0
R00011552,V00011552,2025-11-15T21:52:41+09:00,card,,13510,776,0.08,TH00000003,1019,13753,D001|D002,0,0
R00011553,V00011553,2025-11-15T20:03:43+09:00,card,C00003399,4410,321,0.08,TH00000003,327,4416,D001|D002,0,0
R00011554,V00011554,2025-11-15T09:47:14+09:00,card,,6780,439,0.08,TH00000003,507,6848,D001|D002,0,0
R00011555,V00011555,2025-11-15T12:36:24+09:00,cash,,9150,558,0.08,TH00000003,687,9279,D001|D002,0,0
R00011556,V00011556,2025-11-15T15:23:49+09:00,qr,,4380,319,0.08,TH00000003,325,4386,D001|D002,0,0
R00011557,V00011557,2025-11-15T09:34:21+09:00,qr,,9970,599,0.08,TH00000003,750,10121,D001|D002,0,0
R00011558,V00011558,2025-11-15T19:40:16+09:00,qr,C00003400,1800,190,0.08,TH00000003,129,1739,D001|D002,0,0
R00011559,V00011559,2025-11-15T16:31:45+09:00,cash,C00003401,3760,288,0.08,TH00000003,278,3750,D001|D002,0,0
R00011560,V00011560,2025-11-15T11:22:33+09:00,cash,C00003402,5380,369,0.08,TH00000003,401,5412,D001|D002,0,0
R00011561,V00011561,2025-11-15T22:35:46+09:00,cash,,2280,214,0.08,TH00000003,165,2231,D001|D002,0,0
R00011562,V00011562,2025-11-15T14:11:29+09:00,cash,,780,139,0.08,TH00000003,51,692,D001|D002,0,0
R00011563,V00011563,2025-11-15T21:02:44+09:00,card,C00003403,2040,202,0.08,TH00000003,147,1985,D001|D002,0,0
R00011564,V00011564,2025-11-15T18:13:44+09:00,card,,12750,738,0.08,TH00000003,961,12973,D001|D002,0,0
R00011565,V00011565,2025-11-15T09:32:34+09:00,card,C00003404,3510,276,0.08,TH00000003,259,3493,D001|D002,0,0
R00011566,V00011566,2025-11-15T08:41:51+09:00,cash,,5980,399,0.08,TH00000003,446,6027,D001|D002,0,0
R00011567,V00011567,2025-11-15T18:54:58+09:00,cash,,6610,431,0.08,TH00000003,494,6673,D001|D002,0,0
R00011568,V00011568,2025-11-15T14:38:16+09:00,cash,,9930,597,0.08,TH00000003,747,10080,D001|D002,0,0
R00011569,V00011569,2025-11-15T14:00:30+09:00,qr,C00003405,3010,251,0.08,TH00000003,221,2980,D001|D002,0,0
R00011570,V00011570,2025-11-15T22:24:34+09:00,cash,,3950,298,0.08,TH00000003,292,3944,D001|D002,0,0
R00011571,V00011571,2025-11-15T20:35:31+09:00,cash,,4330,317,0.08,TH00000003,321,4334,D001|D002,0,0
R00011572,V00011572,2025-11-15T12:13:18+09:00,cash,,2340,217,0.08,TH00000003,170,2293,D001|D002,0,0
R00011573,V00011573,2025-11-15T18:46:17+09:00,qr,,11950,698,0.08,TH00000003,900,12152,D001|D002,0,0
R00011574,V00011574,2025-11-15T10:10:34+09:00,qr,C00003406,11380,669,0.08,TH00000003,857,11568,D001|D002,0,0
R00011575,V00011575,2025-11-15T22:37:59+09:00,qr,,3900,295,0.08,TH00000003,288,3893,D001|D002,0,0
R00011576,V00011576,2025-11-16T13:02:20+09:00,qr,,4900,345,0.08,TH00000003,364,4919,D001|D002,0,0
R00011577,V00011577,2025-11-16T11:20:23+09:00,cash,,2280,214,0.08,TH00000003,165,2231,D001|D002,0,0
R00011578,V00011578,2025-11-16T10:53:13+09:00,card,,8300,515,0.08,TH00000003,623,8408,D001|D002,0,0
R00011579,V00011579,2025-11-16T20:57:26+09:00,card,,11550,678,0.08,TH00000003,870,11742,D001|D002,0,0
R00011580,V00011580,2025-11-16T19:46:23+09:00,qr,C00003407,15730,887,0.08,TH00000003,1187,16030,D001|D002,0,0
R00011581,V00011581,2025-11-16T17:58:17+09:00,cash,C00003408,4960,348,0.08,TH00000003,369,4981,D001|D002,0,0
R00011582,V00011582,2025-11-16T12:09:02+09:00,cash,,450,123,0.08,TH00000003,26,353,D001|D002,0,0
R00011583,V00011583,2025-11-16T10:06:33+09:00,cash,,5810,391,0.08,TH00000003,434,5853,D001|D002,0,0
R00011584,V00011584,2025-11-16T15:00:53+09:00,card,C00003409,8650,533,0.08,TH00000003,649,8766,D001|D002,0,0
R00011585,V00011585,2025-11-16T16:12:42+09:00,qr,,12110,706,0.08,TH00000003,912,12316,D001|D002,0,0
R00011586,V00011586,2025-11-16T08:58:40+09:00,qr,,5980,399,0.08,TH00000003,446,6027,D001|D002,0,0
R00011587,V00011587,2025-11-16T14:51:36+09:00,card,,1350,168,0.08,TH00000003,95,1277,D001|D002,0,0
R00011588,V00011588,2025-11-16T14:59:54+09:00,cash,C00003410,8350,518,0.08,TH00000003,627,8459,D001|D002,0,0
R00011589,V00011589,2025-11-16T17:16:47+09:00,card,C00003411,9090,555,0.08,TH00000003,683,9218,D001|D002,0,0
R00011590,V00011590,2025-11-16T21:16:15+09:00,qr,,1350,168,0.08,TH00000003,95,1277,D001|D002,0,0
R00011591,V00011591,2025-11-16T08:07:31+09:00,card,,12400,720,0.08,TH00000003,934,12614,D001|D002,0,0
R00011592,V00011592,2025-11-16T14:39:48+09:00,cash,,10890,645,0.08,TH00000003,820,11065,D001|D002,0,0
R00011593,V00011593,2025-11-16T15:48:35+09:00,cash,,6570,429,0.08,TH00000003,491,6632,D001|D002,0,0
R00011594,V00011594,2025-11-16T12:55:58+09:00,card,,9570,579,0.08,TH00000003,719,9710,D001|D002,0,0
R00011595,V00011595,2025-11-16T19:23:46+09:00,cash,,5130,357,0.08,TH00000003,382,5155,D001|D002,0,0
R00011596,V00011596,2025-11-16T22:19:39+09:00,cash,,3860,293,0.08,TH00000003,285,3852,D001|D002,0,0
R00011597,V00011597,2025-11-16T14:53:48+09:00,qr,,3150,258,0.08,TH00000003,231,3123,D001|D002,0,0
R00011598,V00011598,2025-11-16T11:38:03+09:00,cash,C00003412,7720,486,0.08,TH00000003,579,7813,D001|D002,0,0
R00011599,V00011599,2025-11-16T10:57:55+09:00,qr,C00003413,4460,323,0.08,TH00000003,331,4468,D001|D002,0,0
R00011600,V00011600,2025-11-16T21:57:21+09:00,card,,3260,263,0.08,TH00000003,240,3237,D001|D002,0,0
R00011601,V00011601,2025-11-16T07:39:12+09:00,qr,C00003414,3720,286,0.08,TH00000003,275,3709,D001|D002,0,0
R00011602,V00011602,2025-11-16T22:50:13+09:00,card,C00003415,12870,744,0.08,TH00000003,970,13096,D001|D002,0,0
R00011603,V00011603,2025-11-16T21:11:21+09:00,qr,,14080,804,0.08,TH00000003,1062,14338,D001|D002,0,0
R00011604,V00011604,2025-11-16T22:30:22+09:00,qr,C00003416,8290,515,0.08,TH00000003,622,8397,D001|D002,0,0
