visit_id,store_id,table_id,seated_at,left_at,adult_cnt,child_cnt,visit_date,day_of_week,time_slot
V00012049,S002,T16,2025-11-28T13:37:03+09:00,2025-11-28T15:00:03+09:00,2,0,2025-11-28,4,lunch
V00012050,S002,T17,2025-11-28T10:26:48+09:00,2025-11-28T11:29:48+09:00,3,1,2025-11-28,4,morning
V00012051,S002,T19,2025-11-28T20:52:17+09:00,2025-11-28T22:25:17+09:00,4,0,2025-11-28,4,evening
V00012052,S002,T24,2025-11-28T08:28:16+09:00,2025-11-28T09:04:16+09:00,4,1,2025-11-28,4,morning
V00012053,S002,T27,2025-11-28T11:50:54+09:00,2025-11-28T13:31:54+09:00,2,0,2025-11-28,4,lunch
V00012054,S002,T27,2025-11-28T14:03:51+09:00,2025-11-28T15:20:51+09:00,3,0,2025-11-28,4,lunch
V00012055,S002,T28,2025-11-28T16:59:36+09:00,2025-11-28T17:34:36+09:00,2,2,2025-11-28,4,afternoon
V00012056,S002,T03,2025-11-28T12:04:45+09:00,2025-11-28T12:41:45+09:00,1,2,2025-11-28,4,lunch
V00012057,S002,T30,2025-11-28T07:48:47+09:00,2025-11-28T08:59:47+09:00,2,1,2025-11-28,4,morning
V00012058,S002,T04,2025-11-28T15:02:11+09:00,2025-11-28T16:19:11+09:00,1,1,2025-11-28,4,afternoon
V00012059,S002,T03,2025-11-28T11:59:25+09:00,2025-11-28T13:51:25+09:00,2,0,2025-11-28,4,lunch
V00012060,S002,T11,2025-11-28T13:47:22+09:00,2025-11-28T14:49:22+09:00,1,2,2025-11-28,4,lunch
V00012061,S002,T28,2025-11-28T20:23:05+09:00,2025-11-28T21:33:05+09:00,2,2,2025-11-28,4,evening
V00012062,S002,T15,2025-11-28T11:12:17+09:00,2025-11-28T13:00:17+09:00,4,0,2025-11-28,4,lunch
V00012063,S003,T13,2025-11-28T15:44:57+09:00,2025-11-28T16:45:57+09:00,2,2,2025-11-28,4,afternoon
V00012064,S003,T14,2025-11-28T15:43:42+09:00,2025-11-28T16:52:42+09:00,1,2,2025-11-28,4,afternoon
V00012065,S003,T09,2025-11-28T13:00:37+09:00,2025-11-28T13:58:37+09:00,2,2,2025-11-28,4,lunch
V00012066,S003,T20,2025-11-28T16:48:02+09:00,2025-11-28T18:20:02+09:00,1,1,2025-11-28,4,afternoon
V00012067,S003,T12,2025-11-28T07:55:22+09:00,2025-11-28T09:12:22+09:00,3,1,2025-11-28,4,morning
V00012068,S003,T09,2025-11-28T15:58:44+09:00,2025-11-28T17:11:44+09:00,1,1,2025-11-28,4,afternoon
V00012069,S003,T02,2025-11-28T17:57:28+09:00,2025-11-28T18:51:28+09:00,3,2,2025-11-28,4,afternoon
V00012070,S003,T22,2025-11-28T11:53:59+09:00,2025-11-28T12:56:59+09:00,4,1,2025-11-28,4,lunch
V00012071,S003,T18,2025-11-28T10:49:04+09:00,2025-11-28T12:44:04+09:00,2,2,2025-11-28,4,morning
V00012072,S003,T04,2025-11-28T19:13:12+09:00,2025-11-28T20:51:12+09:00,2,2,2025-11-28,4,evening
V00012073,S003,T21,2025-11-28T15:56:08+09:00,2025-11-28T17:54:08+09:00,4,0,2025-11-28,4,afternoon
V00012074,S001,T14,2025-11-29T11:31:49+09:00,2025-11-29T12:27:49+09:00,4,0,2025-11-29,5,lunch
V00012075,S001,T07,2025-11-29T18:00:38+09:00,2025-11-29T18:43:38+09:00,1,2,2025-11-29,5,evening
V00012076,S001,T20,2025-11-29T17:21:31+09:00,2025-11-29T19:12:31+09:00,1,2,2025-11-29,5,afternoon
V00012077,S001,T24,2025-11-29T20:42:48+09:00,2025-11-29T22:33:48+09:00,3,0,2025-11-29,5,evening
V00012078,S001,T12,2025-11-29T15:17:01+09:00,2025-11-29T16:11:01+09:00,3,0,2025-11-29,5,afternoon
V00012079,S001,T11,2025-11-29T16:09:29+09:00,2025-11-29T17:50:29+09:00,4,1,2025-11-29,5,afternoon
V00012080,S001,T21,2025-11-29T09:16:42+09:00,2025-11-29T11:14:42+09:00,1,2,2025-11-29,5,morning
V00012081,S001,T17,2025-11-29T07:19:56+09:00,2025-11-29T08:39:56+09:00,3,2,2025-11-29,5,morning
V00012082,S001,T30,2025-11-29T15:44:41+09:00,2025-11-29T16:47:41+09:00,1,1,2025-11-29,5,afternoon
V00012083,S001,T27,2025-11-29T16:36:25+09:00,2025-11-29T17:20:25+09:00,1,2,2025-11-29,5,afternoon
V00012084,S001,T10,2025-11-29T13:47:11+09:00,2025-11-29T15:18:11+09:00,4,1,2025-11-29,5,lunch
V00012085,S002,T21,2025-11-29T19:57:42+09:00,2025-11-29T21:45:42+09:00,3,2,2025-11-29,5,evening
V00012086,S002,T07,2025-11-29T16:13:04+09:00,2025-11-29T17:35:04+09:00,1,2,2025-11-29,5,afternoon
V00012087,S002,T12,2025-11-29T16:48:10+09:00,2025-11-29T18:37:10+09:00,2,2,2025-11-29,5,afternoon
V00012088,S002,T02,2025-11-29T10:32:31+09:00,2025-11-29T12:06:31+09:00,3,2,2025-11-29,5,morning
V00012089,S002,T19,2025-11-29T17:18:36+09:00,2025-11-29T18:13:36+09:00,1,2,2025-11-29,5,afternoon
V00012090,S002,T02,2025-11-29T19:58:25+09:00,2025-11-29T20:45:25+09:00,3,0,2025-11-29,5,evening
V00012091,S002,T01,2025-11-29T17:36:46+09:00,2025-11-29T18:49:46+09:00,2,2,2025-11-29,5,afternoon
V00012092,S002,T04,2025-11-29T18:41:23+09:00,2025-11-29T19:31:23+09:00,1,1,2025-11-29,5,evening
V00012093,S002,T07,2025-11-29T08:59:30+09:00,2025-11-29T10:44:30+09:00,4,0,2025-11-29,5,morning
V00012094,S002,T12,2025-11-29T14:03:29+09:00,2025-11-29T15:59:29+09:00,4,2,2025-11-29,5,lunch
V00012095,S002,T16,2025-11-29T10:08:42+09:00,2025-11-29T11:22:42+09:00,4,2,2025-11-29,5,morning
V00012096,S002,T07,2025-11-29T15:07:52+09:00,2025-11-29T16:12:52+09:00,4,0,2025-11-29,5,afternoon
V00012097,S002,T25,2025-11-29T16:21:19+09:00,2025-11-29T18:12:19+09:00,2,1,2025-11-29,5,afternoon
V00012098,S002,T23,2025-11-29T12:32:14+09:00,2025-11-29T13:34:14+09:00,3,0,2025-11-29,5,lunch
V00012099,S002,T09,2025-11-29T12:55:55+09:00,2025-11-29T13:52:55+09:00,4,2,2025-11-29,5,lunch
V00012100,S003,T10,2025-11-29T19:04:13+09:00,2025-11-29T20:38:13+09:00,4,0,2025-11-29,5,evening
V00012101,S003,T27,2025-11-29T14:19:21+09:00,2025-11-29T15:24:21+09:00,1,0,2025-11-29,5,lunch
V00012102,S003,T04,2025-11-29T12:30:33+09:00,2025-11-29T13:10:33+09:00,4,1,2025-11-29,5,lunch
V00012103,S003,T10,2025-11-29T18:33:48+09:00,2025-11-29T19:57:48+09:00,1,0,2025-11-29,5,evening
V00012104,S003,T08,2025-11-29T16:56:15+09:00,2025-11-29T17:33:15+09:00,4,0,2025-11-29,5,afternoon
V00012105,S003,T10,2025-11-29T18:59:19+09:00,2025-11-29T19:45:19+09:00,3,1,2025-11-29,5,evening
V00012106,S003,T24,2025-11-29T17:04:24+09:00,2025-11-29T18:36:24+09:00,1,1,2025-11-29,5,afternoon
V00012107,S003,T24,2025-11-29T09:25:04+09:00,2025-11-29T10:42:04+09:00,4,0,2025-11-29,5,morning
V00012108,S001,T11,2025-11-30T21:24:53+09:00,2025-11-30T22:44:53+09:00,2,1,2025-11-30,6,evening
V00012109,S001,T26,2025-11-30T21:16:09+09:00,2025-11-30T22:30:09+09:00,3,0,2025-11-30,6,evening
V00012110,S001,T03,2025-11-30T17:55:22+09:00,2025-11-30T18:56:22+09:00,1,0,2025-11-30,6,afternoon
V00012111,S001,T16,2025-11-30T08:19:23+09:00,2025-11-30T09:41:23+09:00,2,0,2025-11-30,6,morning
V00012112,S001,T23,2025-11-30T21:24:24+09:00,2025-11-30T22:41:24+09:00,1,1,2025-11-30,6,evening
V00012113,S001,T23,2025-11-30T20:22:55+09:00,2025-11-30T21:34:55+09:00,3,2,2025-11-30,6,evening
V00012114,S001,T21,2025-11-30T20:45:54+09:00,2025-11-30T21:57:54+09:00,4,2,2025-11-30,6,evening
V00012115,S001,T12,2025-11-30T11:59:13+09:00,2025-11-30T13:10:13+09:00,1,2,2025-11-30,6,lunch
V00012116,S002,T05,2025-11-30T07:10:04+09:00,2025-11-30T08:46:04+09:00,1,2,2025-11-30,6,morning
V00012117,S002,T13,2025-11-30T18:24:58+09:00,2025-11-30T19:53:58+09:00,2,2,2025-11-30,6,evening
V00012118,S002,T14,2025-11-30T16:53:40+09:00,2025-11-30T18:50:40+09:00,3,0,2025-11-30,6,afternoon
V00012119,S002,T17,2025-11-30T19:33:26+09:00,2025-11-30T20:50:26+09:00,1,0,2025-11-30,6,evening
V00012120,S002,T12,2025-11-30T13:04:50+09:00,2025-11-30T14:03:50+09:00,1,1,2025-11-30,6,lunch
V00012121,S002,T24,2025-11-30T07:55:10+09:00,2025-11-30T08:49:10+09:00,4,0,2025-11-30,6,morning
V00012122,S002,T05,2025-11-30T14:52:44+09:00,2025-11-30T16:28:44+09:00,4,0,2025-11-30,6,lunch
V00012123,S002,T10,2025-11-30T11:35:49+09:00,2025-11-30T13:06:49+09:00,2,1,2025-11-30,6,lunch
V00012124,S002,T15,2025-11-30T08:02:43+09:00,2025-11-30T09:58:43+09:00,1,1,2025-11-30,6,morning
V00012125,S002,T14,2025-11-30T20:02:35+09:00,2025-11-30T21:05:35+09:00,3,2,2025-11-30,6,evening
V00012126,S002,T09,2025-11-30T19:37:47+09:00,2025-11-30T20:15:47+09:00,4,2,2025-11-30,6,evening
V00012127,S002,T30,2025-11-30T16:24:06+09:00,2025-11-30T18:11:06+09:00,4,1,2025-11-30,6,afternoon
V00012128,S002,T25,2025-11-30T13:05:40+09:00,2025-11-30T14:43:40+09:00,2,1,2025-11-30,6,lunch
V00012129,S002,T09,2025-11-30T10:11:09+09:00,2025-11-30T11:25:09+09:00,3,1,2025-11-30,6,morning
V00012130,S002,T01,2025-11-30T07:13:00+09:00,2025-11-30T08:34:00+09:00,2,0,2025-11-30,6,morning
V00012131,S003,T08,2025-11-30T20:06:59+09:00,2025-11-30T21:27:59+09:00,1,1,2025-11-30,6,evening
V00012132,S003,T28,2025-11-30T10:54:01+09:00,2025-11-30T12:12:01+09:00,1,0,2025-11-30,6,morning
V00012133,S003,T02,2025-11-30T14:41:33+09:00,2025-11-30T16:13:33+09:00,2,1,2025-11-30,6,lunch
V00012134,S003,T02,2025-11-30T11:20:50+09:00,2025-11-30T12:57:50+09:00,3,1,2025-11-30,6,lunch
V00012135,S003,T14,2025-11-30T14:08:27+09:00,2025-11-30T14:59:27+09:00,3,2,2025-11-30,6,lunch
V00012136,S003,T11,2025-11-30T07:24:30+09:00,2025-11-30T08:25:30+09:00,2,0,2025-11-30,6,morning
V00012137,S003,T11,2025-11-30T08:00:04+09:00,2025-11-30T09:25:04+09:00,4,2,2025-11-30,6,morning
V00012138,S003,T03,2025-11-30T11:54:33+09:00,2025-11-30T12:43:33+09:00,1,0,2025-11-30,6,lunch
V00012139,S001,T18,2025-12-01T10:49:53+09:00,2025-12-01T12:34:53+09:00,2,0,2025-12-01,0,morning
V00012140,S001,T18,2025-12-01T19:41:02+09:00,2025-12-01T21:23:02+09:00,1,0,2025-12-01,0,evening
V00012141,S001,T22,2025-12-01T15:42:57+09:00,2025-12-01T17:12:57+09:00,4,1,2025-12-01,0,afternoon
V00012142,S001,T12,2025-12-01T18:07:21+09:00,2025-12-01T19:11:21+09:00,2,0,2025-12-01,0,evening
V00012143,S001,T02,2025-12-01T08:53:30+09:00,2025-12-01T10:48:30+09:00,1,2,2025-12-01,0,morning
V00012144,S001,T25,2025-12-01T20:55:04+09:00,2025-12-01T22:14:04+09:00,2,2,2025-12-01,0,evening
V00012145,S001,T11,2025-12-01T16:15:19+09:00,2025-12-01T17:28:19+09:00,3,2,2025-12-01,0,afternoon
V00012146,S001,T07,2025-12-01T09:48:13+09:00,2025-12-01T11:38:13+09:00,3,1,2025-12-01,0,morning
V00012147,S001,T23,2025-12-01T11:13:30+09:00,2025-12-01T13:04:30+09:00,1,2,2025-12-01,0,lunch
V00012148,S001,T02,2025-12-01T13:58:18+09:00,2025-12-01T15:05:18+09:00,3,1,2025-12-01,0,lunch
V00012149,S001,T18,2025-12-01T15:31:39+09:00,2025-12-01T16:10:39+09:00,4,0,2025-12-01,0,afternoon
V00012150,S001,T04,2025-12-01T21:29:45+09:00,2025-12-01T23:00:00+09:00,3,0,2025-12-01,0,evening
V00012151,S001,T01,2025-12-01T15:57:55+09:00,2025-12-01T17:20:55+09:00,4,1,2025-12-01,0,afternoon
V00012152,S001,T10,2025-12-01T09:45:54+09:00,2025-12-01T11:34:54+09:00,1,1,2025-12-01,0,morning
V00012153,S001,T11,2025-12-01T11:26:07+09:00,2025-12-01T12:09:07+09:00,3,1,2025-12-01,0,lunch
V00012154,S001,T21,2025-12-01T21:28:36+09:00,2025-12-01T23:00:00+09:00,3,2,2025-12-01,0,evening
V00012155,S002,T23,2025-12-01T11:08:52+09:00,2025-12-01T13:00:52+09:00,2,1,2025-12-01,0,lunch
V00012156,S002,T29,2025-12-01T15:05:52+09:00,2025-12-01T15:49:52+09:00,4,1,2025-12-01,0,afternoon
V00012157,S002,T16,2025-12-01T12:51:47+09:00,2025-12-01T14:50:47+09:00,1,0,2025-12-01,0,lunch
V00012158,S002,T27,2025-12-01T12:29:37+09:00,2025-12-01T14:21:37+09:00,3,2,2025-12-01,0,lunch
V00012159,S002,T04,2025-12-01T18:46:19+09:00,2025-12-01T19:37:19+09:00,2,0,2025-12-01,0,evening
V00012160,S002,T25,2025-12-01T12:36:16+09:00,2025-12-01T14:00:16+09:00,4,2,2025-12-01,0,lunch
V00012161,S002,T29,2025-12-01T10:26:08+09:00,2025-12-01T11:30:08+09:00,3,0,2025-12-01,0,morning
V00012162,S002,T12,2025-12-01T18:53:47+09:00,2025-12-01T19:28:47+09:00,2,0,2025-12-01,0,evening
V00012163,S002,T10,2025-12-01T08:56:27+09:00,2025-12-01T10:03:27+09:00,3,0,2025-12-01,0,morning
V00012164,S002,T15,2025-12-01T11:00:39+09:00,2025-12-01T12:00:39+09:00,2,2,2025-12-01,0,lunch
V00012165,S002,T30,2025-12-01T18:35:26+09:00,2025-12-01T20:03:26+09:00,4,0,2025-12-01,0,evening
V00012166,S002,T16,2025-12-01T09:04:20+09:00,2025-12-01T10:23:20+09:00,1,2,2025-12-01,0,morning
V00012167,S003,T10,2025-12-01T16:23:52+09:00,2025-12-01T17:51:52+09:00,3,2,2025-12-01,0,afternoon
V00012168,S003,T24,2025-12-01T16:33:22+09:00,2025-12-01T18:29:22+09:00,4,2,2025-12-01,0,afternoon
V00012169,S003,T07,2025-12-01T18:27:25+09:00,2025-12-01T19:54:25+09:00,1,2,2025-12-01,0,evening
V00012170,S003,T04,2025-12-01T18:08:17+09:00,2025-12-01T19:44:17+09:00,3,2,2025-12-01,0,evening
V00012171,S003,T01,2025-12-01T17:26:46+09:00,2025-12-01T18:46:46+09:00,4,1,2025-12-01,0,afternoon
V00012172,S003,T03,2025-12-01T17:59:51+09:00,2025-12-01T19:27:51+09:00,2,0,2025-12-01,0,afternoon
V00012173,S003,T20,2025-12-01T21:21:27+09:00,2025-12-01T23:00:00+09:00,4,2,2025-12-01,0,evening
V00012174,S003,T01,2025-12-01T20:38:30+09:00,2025-12-01T21:46:30+09:00,1,1,2025-12-01,0,evening
V00012175,S003,T24,2025-12-01T14:12:55+09:00,2025-12-01T15:30:55+09:00,1,1,2025-12-01,0,lunch
V00012176,S003,T28,2025-12-01T17:09:08+09:00,2025-12-01T18:34:08+09:00,2,2,2025-12-01,0,afternoon
V00012177,S003,T21,2025-12-01T09:04:54+09:00,2025-12-01T10:04:54+09:00,4,1,2025-12-01,0,morning
V00012178,S003,T22,2025-12-01T21:05:37+09:00,2025-12-01T22:22:37+09:00,4,1,2025-12-01,0,evening
V00012179,S003,T03,2025-12-01T07:23:20+09:00,2025-12-01T08:37:20+09:00,1,1,2025-12-01,0,morning
V00012180,S001,T02,2025-12-02T14:58:01+09:00,2025-12-02T16:06:01+09:00,2,2,2025-12-02,1,lunch
V00012181,S001,T24,2025-12-02T12:01:42+09:00,2025-12-02T13:37:42+09:00,2,1,2025-12-02,1,lunch
V00012182,S001,T21,2025-12-02T11:32:59+09:00,2025-12-02T12:16:59+09:00,3,1,2025-12-02,1,lunch
V00012183,S001,T26,2025-12-02T13:41:28+09:00,2025-12-02T14:26:28+09:00,3,1,2025-12-02,1,lunch
V00012184,S001,T14,2025-12-02T16:18:06+09:00,2025-12-02T18:05:06+09:00,3,2,2025-12-02,1,afternoon
V00012185,S001,T26,2025-12-02T09:16:23+09:00,2025-12-02T11:05:23+09:00,3,0,2025-12-02,1,morning
V00012186,S001,T02,2025-12-02T17:01:23+09:00,2025-12-02T18:52:23+09:00,1,1,2025-12-02,1,afternoon
V00012187,S001,T21,2025-12-02T15:14:15+09:00,2025-12-02T16:55:15+09:00,1,1,2025-12-02,1,afternoon
V00012188,S001,T01,2025-12-02T12:23:39+09:00,2025-12-02T13:52:39+09:00,2,2,2025-12-02,1,lunch
V00012189,S001,T24,2025-12-02T19:42:34+09:00,2025-12-02T21:27:34+09:00,3,0,2025-12-02,1,evening
V00012190,S001,T27,2025-12-02T07:29:28+09:00,2025-12-02T08:36:28+09:00,2,2,2025-12-02,1,morning
V00012191,S001,T09,2025-12-02T13:11:57+09:00,2025-12-02T15:09:57+09:00,3,0,2025-12-02,1,lunch
V00012192,S001,T04,2025-12-02T17:26:31+09:00,2025-12-02T18:01:31+09:00,1,0,2025-12-02,1,afternoon
V00012193,S002,T12,2025-12-02T08:07:47+09:00,2025-12-02T09:07:47+09:00,4,0,2025-12-02,1,morning
V00012194,S002,T13,2025-12-02T16:30:13+09:00,2025-12-02T17:44:13+09:00,2,1,2025-12-02,1,afternoon
V00012195,S002,T25,2025-12-02T13:44:26+09:00,2025-12-02T14:57:26+09:00,3,0,2025-12-02,1,lunch
V00012196,S002,T29,2025-12-02T12:25:12+09:00,2025-12-02T13:14:12+09:00,1,1,2025-12-02,1,lunch
V00012197,S002,T09,2025-12-02T11:06:11+09:00,2025-12-02T12:42:11+09:00,4,1,2025-12-02,1,lunch
V00012198,S002,T10,2025-12-02T14:42:28+09:00,2025-12-02T16:33:28+09:00,3,2,2025-12-02,1,lunch
V00012199,S002,T07,2025-12-02T17:06:01+09:00,2025-12-02T17:49:01+09:00,4,2,2025-12-02,1,afternoon
V00012200,S002,T25,2025-12-02T09:05:08+09:00,2025-12-02T09:50:08+09:00,3,0,2025-12-02,1,morning
V00012201,S002,T13,2025-12-02T19:15:30+09:00,2025-12-02T20:04:30+09:00,4,2,2025-12-02,1,evening
V00012202,S002,T13,2025-12-02T14:16:19+09:00,2025-12-02T15:24:19+09:00,1,2,2025-12-02,1,lunch
V00012203,S002,T28,2025-12-02T12:05:28+09:00,2025-12-02T13:21:28+09:00,1,0,2025-12-02,1,lunch
V00012204,S002,T26,2025-12-02T19:23:47+09:00,2025-12-02T21:18:47+09:00,3,0,2025-12-02,1,evening
V00012205,S002,T12,2025-12-02T18:43:19+09:00,2025-12-02T20:07:19+09:00,1,0,2025-12-02,1,evening
V00012206,S002,T03,2025-12-02T18:36:37+09:00,2025-12-02T19:53:37+09:00,3,2,2025-12-02,1,evening
V00012207,S002,T29,2025-12-02T16:18:18+09:00,2025-12-02T16:55:18+09:00,2,0,2025-12-02,1,afternoon
V00012208,S003,T22,2025-12-02T12:27:43+09:00,2025-12-02T14:15:43+09:00,4,2,2025-12-02,1,lunch
V00012209,S003,T04,2025-12-02T09:09:50+09:00,2025-12-02T11:01:50+09:00,2,2,2025-12-02,1,morning
V00012210,S003,T26,2025-12-02T17:51:18+09:00,2025-12-02T19:23:18+09:00,1,1,2025-12-02,1,afternoon
V00012211,S003,T15,2025-12-02T08:41:51+09:00,2025-12-02T10:31:51+09:00,4,0,2025-12-02,1,morning
V00012212,S003,T26,2025-12-02T17:28:34+09:00,2025-12-02T18:30:34+09:00,4,0,2025-12-02,1,afternoon
V00012213,S003,T30,2025-12-02T18:30:29+09:00,2025-12-02T19:24:29+09:00,1,2,2025-12-02,1,evening
V00012214,S003,T14,2025-12-02T15:03:54+09:00,2025-12-02T16:42:54+09:00,4,1,2025-12-02,1,afternoon
V00012215,S003,T09,2025-12-02T21:25:10+09:00,2025-12-02T22:46:10+09:00,3,1,2025-12-02,1,evening
V00012216,S003,T16,2025-12-02T07:00:12+09:00,2025-12-02T08:15:12+09:00,4,1,2025-12-02,1,morning
V00012217,S001,T19,2025-12-03T08:46:42+09:00,2025-12-03T10:24:42+09:00,3,1,2025-12-03,2,morning
V00012218,S001,T08,2025-12-03T13:27:31+09:00,2025-12-03T14:34:31+09:00,3,0,2025-12-03,2,lunch
V00012219,S001,T15,2025-12-03T20:25:00+09:00,2025-12-03T21:03:00+09:00,3,0,2025-12-03,2,evening
V00012220,S001,T28,2025-12-03T15:55:10+09:00,2025-12-03T17:22:10+09:00,3,2,2025-12-03,2,afternoon
V00012221,S001,T12,2025-12-03T07:21:58+09:00,2025-12-03T08:25:58+09:00,4,0,2025-12-03,2,morning
V00012222,S001,T05,2025-12-03T12:11:20+09:00,2025-12-03T13:39:20+09:00,4,1,2025-12-03,2,lunch
V00012223,S001,T15,2025-12-03T20:50:13+09:00,2025-12-03T22:28:13+09:00,4,0,2025-12-03,2,evening
V00012224,S001,T16,2025-12-03T15:46:10+09:00,2025-12-03T16:28:10+09:00,2,0,2025-12-03,2,afternoon
V00012225,S001,T11,2025-12-03T14:08:11+09:00,2025-12-03T14:56:11+09:00,2,2,2025-12-03,2,lunch
V00012226,S001,T21,2025-12-03T11:38:59+09:00,2025-12-03T13:06:59+09:00,3,0,2025-12-03,2,lunch
V00012227,S001,T22,2025-12-03T13:23:11+09:00,2025-12-03T14:53:11+09:00,4,0,2025-12-03,2,lunch
V00012228,S002,T28,2025-12-03T12:46:33+09:00,2025-12-03T13:41:33+09:00,4,1,2025-12-03,2,lunch
V00012229,S002,T29,2025-12-03T14:52:21+09:00,2025-12-03T16:51:21+09:00,3,0,2025-12-03,2,lunch
V00012230,S002,T17,2025-12-03T20:06:41+09:00,2025-12-03T21:43:41+09:00,3,0,2025-12-03,2,evening
V00012231,S002,T26,2025-12-03T16:00:31+09:00,2025-12-03T17:41:31+09:00,4,2,2025-12-03,2,afternoon
V00012232,S002,T03,2025-12-03T14:39:36+09:00,2025-12-03T15:40:36+09:00,3,2,2025-12-03,2,lunch
V00012233,S002,T08,2025-12-03T11:35:18+09:00,2025-12-03T12:59:18+09:00,2,2,2025-12-03,2,lunch
V00012234,S002,T07,2025-12-03T20:49:52+09:00,2025-12-03T22:01:52+09:00,4,2,2025-12-03,2,evening
V00012235,S002,T07,2025-12-03T20:33:29+09:00,2025-12-03T21:36:29+09:00,2,1,2025-12-03,2,evening
V00012236,S002,T12,2025-12-03T16:15:04+09:00,2025-12-03T17:52:04+09:00,4,0,2025-12-03,2,afternoon
V00012237,S002,T29,2025-12-03T17:14:06+09:00,2025-12-03T17:55:06+09:00,4,0,2025-12-03,2,afternoon
V00012238,S003,T13,2025-12-03T17:31:15+09:00,2025-12-03T18:08:15+09:00,2,0,2025-12-03,2,afternoon
V00012239,S003,T23,2025-12-03T10:30:52+09:00,2025-12-03T11:18:52+09:00,3,2,2025-12-03,2,morning
V00012240,S003,T22,2025-12-03T12:48:47+09:00,2025-12-03T14:48:47+09:00,1,0,2025-12-03,2,lunch
V00012241,S003,T30,2025-12-03T20:31:28+09:00,2025-12-03T21:57:28+09:00,2,2,2025-12-03,2,evening
V00012242,S003,T11,2025-12-03T16:39:47+09:00,2025-12-03T17:35:47+09:00,2,2,2025-12-03,2,afternoon
V00012243,S003,T15,2025-12-03T20:11:03+09:00,2025-12-03T21:17:03+09:00,3,1,2025-12-03,2,evening
V00012244,S003,T23,2025-12-03T13:09:30+09:00,2025-12-03T15:04:30+09:00,3,0,2025-12-03,2,lunch
V00012245,S003,T17,2025-12-03T14:34:40+09:00,2025-12-03T16:01:40+09:00,3,1,2025-12-03,2,lunch
V00012246,S003,T22,2025-12-03T10:16:26+09:00,2025-12-03T11:19:26+09:00,4,2,2025-12-03,2,morning
V00012247,S003,T23,2025-12-03T10:40:01+09:00,2025-12-03T11:40:01+09:00,2,2,2025-12-03,2,morning
V00012248,S001,T02,2025-12-04T15:53:27+09:00,2025-12-04T17:18:27+09:00,1,1,2025-12-04,3,afternoon
V00012249,S001,T01,2025-12-04T13:26:07+09:00,2025-12-04T15:00:07+09:00,1,1,2025-12-04,3,lunch
V00012250,S001,T25,2025-12-04T20:09:18+09:00,2025-12-04T21:15:18+09:00,3,0,2025-12-04,3,evening
V00012251,S001,T06,2025-12-04T11:59:35+09:00,2025-12-04T13:15:35+09:00,4,0,2025-12-04,3,lunch
V00012252,S001,T25,2025-12-04T16:45:30+09:00,2025-12-04T18:05:30+09:00,3,2,2025-12-04,3,afternoon
V00012253,S001,T15,2025-12-04T18:12:13+09:00,2025-12-04T20:09:13+09:00,1,0,2025-12-04,3,evening
V00012254,S001,T20,2025-12-04T12:50:16+09:00,2025-12-04T14:48:16+09:00,3,2,2025-12-04,3,lunch
V00012255,S001,T23,2025-12-04T08:19:09+09:00,2025-12-04T09:03:09+09:00,1,2,2025-12-04,3,morning
V00012256,S001,T15,2025-12-04T20:05:08+09:00,2025-12-04T21:07:08+09:00,1,0,2025-12-04,3,evening
V00012257,S001,T26,2025-12-04T08:19:00+09:00,2025-12-04T09:34:00+09:00,4,2,2025-12-04,3,morning
V00012258,S001,T09,2025-12-04T12:49:01+09:00,2025-12-04T14:22:01+09:00,4,1,2025-12-04,3,lunch
V00012259,S001,T26,2025-12-04T13:32:10+09:00,2025-12-04T14:38:10+09:00,1,2,2025-12-04,3,lunch
V00012260,S002,T15,2025-12-04T20:16:08+09:00,2025-12-04T21:04:08+09:00,3,0,2025-12-04,3,evening
V00012261,S002,T27,2025-12-04T17:19:51+09:00,2025-12-04T19:08:51+09:00,4,2,2025-12-04,3,afternoon
V00012262,S002,T17,2025-12-04T13:50:53+09:00,2025-12-04T15:19:53+09:00,3,2,2025-12-04,3,lunch
V00012263,S002,T26,2025-12-04T12:10:44+09:00,2025-12-04T13:31:44+09:00,3,1,2025-12-04,3,lunch
V00012264,S002,T18,2025-12-04T16:18:29+09:00,2025-12-04T17:37:29+09:00,3,2,2025-12-04,3,afternoon
V00012265,S002,T30,2025-12-04T17:52:22+09:00,2025-12-04T18:49:22+09:00,4,1,2025-12-04,3,afternoon
V00012266,S002,T26,2025-12-04T10:36:54+09:00,2025-12-04T12:02:54+09:00,4,0,2025-12-04,3,morning
V00012267,S002,T07,2025-12-04T07:41:21+09:00,2025-12-04T09:01:21+09:00,4,0,2025-12-04,3,morning
V00012268,S002,T10,2025-12-04T19:04:17+09:00,2025-12-04T20:41:17+09:00,1,1,2025-12-04,3,evening
V00012269,S002,T24,2025-12-04T15:59:37+09:00,2025-12-04T17:06:37+09:00,1,0,2025-12-04,3,afternoon
V00012270,S002,T08,2025-12-04T20:54:20+09:00,2025-12-04T22:04:20+09:00,3,1,2025-12-04,3,evening
V00012271,S002,T10,2025-12-04T07:18:24+09:00,2025-12-04T08:56:24+09:00,1,2,2025-12-04,3,morning
V00012272,S002,T30,2025-12-04T12:41:37+09:00,2025-12-04T14:12:37+09:00,2,0,2025-12-04,3,lunch
V00012273,S002,T09,2025-12-04T09:48:06+09:00,2025-12-04T10:27:06+09:00,2,2,2025-12-04,3,morning
